-3 2.17308e-19
-2.97 5.32079e-19
-2.94 1.53819e-18
-2.91 3.70089e-18
-2.88 7.25375e-18
-2.85 1.65483e-17
-2.82 4.69212e-17
-2.79 1.12296e-16
-2.76 2.10802e-16
-2.73 4.46433e-16
-2.7 1.23881e-15
-2.67 2.95575e-15
-2.64 5.33174e-15
-2.61 1.04518e-14
-2.58 2.8332e-14
-2.55 6.75085e-14
-2.52 1.17299e-13
-2.49 2.12425e-13
-2.46 5.62018e-13
-2.43 1.33879e-12
-2.4 2.2426e-12
-2.37 3.74835e-12
-2.34 9.68977e-12
-2.31 2.30753e-11
-2.28 3.72067e-11
-2.25 5.74217e-11
-2.22 1.45683e-10
-2.19 3.46106e-10
-2.16 5.34399e-10
-2.13 7.63842e-10
-2.1 1.92049e-09
-2.07 4.52302e-09
-2.04 6.61714e-09
-2.01 8.84101e-09
-1.98 2.23959e-08
-1.95 5.15031e-08
-1.92 7.01074e-08
-1.89 8.98231e-08
-1.86 2.34104e-07
-1.83 5.0871e-07
-1.8 6.27485e-07
-1.77 8.2461e-07
-1.74 2.22531e-06
-1.71 4.27832e-06
-1.68 4.68238e-06
-1.65 7.35062e-06
-1.62 1.91706e-05
-1.59 2.89201e-05
-1.56 3.07217e-05
-1.53 6.95787e-05
-1.5 0.000136786
-1.47 0.000138934
-1.44 0.000260865
-1.41 0.000617424
-1.38 0.000526668
-1.35 0.000942512
-1.32 0.0030015
-1.29 0.00159186
-1.26 0.00599045
-1.23 0.0104051
-1.2 0.0233991
-1.17 0.00524346
-1.14 20.7713
-1.11 713.572
-1.08 9845.61
-1.05 84002.4
-1.02 519221
-0.99 2.51809e+06
-0.96 1.00433e+07
-0.93 3.39627e+07
-0.9 9.94423e+07
-0.87 2.55948e+08
-0.84 5.85617e+08
-0.81 1.20126e+09
-0.78 2.22349e+09
-0.75 3.73222e+09
-0.72 5.70261e+09
-0.69 7.9539e+09
-0.66 1.01476e+10
-0.63 1.18574e+10
-0.6 1.26991e+10
-0.57 1.24672e+10
-0.54 1.12151e+10
-0.51 9.23589e+09
-0.48 6.95305e+09
-0.45 4.77583e+09
-0.42 2.9856e+09
-0.39 1.69367e+09
-0.36 8.6881e+08
-0.33 4.01423e+08
-0.3 1.66337e+08
-0.27 6.15411e+07
-0.24 2.02472e+07
-0.21 5.90732e+06
-0.18 1.52892e+06
-0.15 353495
-0.12 74542.8
-0.09 15072.5
-0.06 3280.39
-0.03 999.145
0 679.155
0.03 1370.02
0.06 5796.35
0.09 31956.7
0.12 178358
0.15 908316
0.18 4.05869e+06
0.21 1.57304e+07
0.24 5.29038e+07
0.27 1.55222e+08
0.3 4.0012e+08
0.33 9.12674e+08
0.36 1.85455e+09
0.39 3.37709e+09
0.42 5.5392e+09
0.45 8.21906e+09
0.48 1.10714e+10
0.51 1.35772e+10
0.54 1.51906e+10
0.57 1.55294e+10
0.6 1.4519e+10
0.63 1.24179e+10
0.66 9.7128e+09
0.69 6.94067e+09
0.72 4.52364e+09
0.75 2.68242e+09
0.78 1.44224e+09
0.81 6.99937e+08
0.84 3.04803e+08
0.87 1.18188e+08
0.9 4.03957e+07
0.93 1.20083e+07
0.96 3.04857e+06
0.99 644255
1.02 109143
1.05 13966.9
1.08 1216.71
1.11 58.0421
1.14 0.777932
1.17 0.00426387
1.2 0.00137936
1.23 0.00173946
1.26 0.0010575
1.29 0.0010409
1.32 0.000324706
1.35 0.000345885
1.38 0.000316864
1.41 0.000137013
1.44 9.46642e-05
1.47 7.74398e-05
1.5 4.30161e-05
1.53 2.82864e-05
1.56 2.02417e-05
1.59 1.06311e-05
1.62 6.4247e-06
1.65 5.18732e-06
1.68 3.0162e-06
1.71 1.32611e-06
1.74 9.34565e-07
1.77 7.45245e-07
1.8 3.74903e-07
1.83 1.56408e-07
1.86 1.17493e-07
1.89 8.81179e-08
1.92 4.08455e-08
1.95 1.67936e-08
1.98 1.25051e-08
2.01 8.83581e-09
2.04 3.92412e-09
2.07 1.59395e-09
2.1 1.1321e-09
2.13 7.60995e-10
2.16 3.30853e-10
2.19 1.31977e-10
2.22 8.77715e-11
2.25 5.657e-11
2.28 2.43458e-11
2.31 9.48801e-12
2.34 5.85736e-12
2.37 3.63573e-12
2.4 1.55719e-12
2.43 5.91448e-13
2.46 3.37627e-13
2.49 2.02124e-13
2.52 8.63429e-14
2.55 3.19589e-14
2.58 1.68498e-14
2.61 9.7213e-15
2.64 4.14341e-15
2.67 1.49674e-15
2.7 7.29292e-16
2.73 4.04539e-16
2.76 1.71905e-16
2.79 6.07424e-17
2.82 2.74082e-17
2.85 1.4568e-17
2.88 6.16236e-18
2.91 2.13539e-18
2.94 8.95136e-19
2.97 4.54113e-19
3 1.90802e-19
